ensembl_gene_id	chromosome_name	start_position	end_position	mmusculus_homolog_ensembl_gene	mmusculus_homolog_orthology_confidence
ENSG00000119715	14	76776957	76968178	ENSMUSG00000021255	1
ENSG00000166225	12	69864129	69973562	ENSMUSG00000020170	1
ENSG00000169155	9	129567285	129600489	ENSMUSG00000026788	1
ENSG00000165959	14	95648277	95786243	ENSMUSG00000021097	1
ENSG00000182077	10	27687116	27703297	ENSMUSG00000039198	1
ENSG00000173401	12	75728419	75764340	ENSMUSG00000020213	0
ENSG00000056291	4	72897521	73013784	ENSMUSG00000035528	1
ENSG00000179468	7	142723245	142724282	ENSMUSG00000045479	1
ENSG00000215568	22	17442826	17489112	ENSMUSG00000004508	0
ENSG00000092108	14	31091318	31205018	ENSMUSG00000020952	1
ENSG00000163728	3	180319918	180335616	ENSMUSG00000027677	1
ENSG00000225781	7	142749417	142750444	ENSMUSG00000068259	0
ENSG00000087448	12	27932953	27955973	ENSMUSG00000040102	1
ENSG00000159763	7	142829170	142836839	ENSMUSG00000058499	0
ENSG00000179387	4	141445312	141474924	ENSMUSG00000035151	1
ENSG00000184361	17	43331760	43339479	ENSMUSG00000044787	0
ENSG00000177125	9	129622944	129648157	ENSMUSG00000068966	1
ENSG00000166979	21	33784314	33887707	ENSMUSG00000039903	1
ENSG00000164169	4	148558936	148605381	ENSMUSG00000037134	1
ENSG00000034533	3	130732719	130746493	ENSMUSG00000032567	1
ENSG00000186297	15	27111510	27194354	ENSMUSG00000055078	1
ENSG00000102699	13	24995064	25086948	ENSMUSG00000054509	1
ENSG00000164879	8	86285665	86361269	ENSMUSG00000027559	1
ENSG00000196639	3	11178779	11305243	ENSMUSG00000053004	1
ENSG00000176463	15	92396925	92715665	ENSMUSG00000025790	1
ENSG00000114405	3	62304648	62321888	ENSMUSG00000033111	1
ENSG00000170180	4	145030457	145061904	ENSMUSG00000051839	0
ENSG00000145375	4	123844229	124240605	ENSMUSG00000027722	1
ENSG00000068323	X	48886242	48901012	ENSMUSG00000000134	1
ENSG00000130702	20	60883011	60942368	ENSMUSG00000015647	1
ENSG00000236398	7	142880512	142881528	ENSMUSG00000047102	1
ENSG00000127399	7	150019728	150035239	ENSMUSG00000073096	1
ENSG00000249581	4	17516788	17528727	ENSMUSG00000049530	1
ENSG00000112304	6	24667263	24705293	ENSMUSG00000006717	1
ENSG00000104093	15	51739908	51915030	ENSMUSG00000041268	1
ENSG00000159199	17	46970127	46973233	ENSMUSG00000006057	1
ENSG00000172421	17	60447579	60493837	ENSMUSG00000020690	1
ENSG00000128802	10	48413092	48416853	ENSMUSG00000072625	1
ENSG00000179674	3	160394948	160396233	ENSMUSG00000098207	1
ENSG00000135519	12	49932940	49952091	ENSMUSG00000037579	1
ENSG00000180304	15	64979772	64995480	ENSMUSG00000040652	1
ENSG00000104267	8	86376081	86393722	ENSMUSG00000027562	1
ENSG00000107623	10	48425815	48438976	ENSMUSG00000021943	1
ENSG00000165097	6	18155560	18224084	ENSMUSG00000038080	1
ENSG00000099246	10	27793197	27831143	ENSMUSG00000073639	1
ENSG00000174099	12	65672423	65882024	ENSMUSG00000051236	1
ENSG00000163590	3	160473390	160796695	ENSMUSG00000027784	1
ENSG00000095564	10	93683526	93790082	ENSMUSG00000040565	1
ENSG00000087494	12	28111017	28125638	ENSMUSG00000048776	1
ENSG00000107036	9	5629025	5776557	ENSMUSG00000038658	1
ENSG00000136697	2	113825547	113833427	ENSMUSG00000046845	1
ENSG00000183770	3	138663066	138665982	ENSMUSG00000050397	1
ENSG00000198879	10	7200586	7453450	ENSMUSG00000061186	1
ENSG00000002549	4	17578815	17609595	ENSMUSG00000039682	1
ENSG00000184992	12	125478246	125515777	ENSMUSG00000037905	1
ENSG00000106538	7	150035408	150038763	ENSMUSG00000009281	1
ENSG00000177663	22	17565844	17596583	ENSMUSG00000002897	1
ENSG00000167100	17	48187404	48207246	ENSMUSG00000047181	1
ENSG00000240764	5	140868808	140892546	ENSMUSG00000023036	1
ENSG00000135919	2	224839829	224904036	ENSMUSG00000026249	1
ENSG00000152766	10	90581889	90611575	ENSMUSG00000024774	1
ENSG00000182923	3	134204585	134293859	ENSMUSG00000032534	1
ENSG00000156140	4	73146686	73434516	ENSMUSG00000043635	1
ENSG00000171509	4	159236463	159574524	ENSMUSG00000034009	1
ENSG00000166831	15	65032091	65067786	ENSMUSG00000032387	1
ENSG00000107816	10	102756375	102767593	ENSMUSG00000035342	1
ENSG00000164209	5	110073837	110100857	ENSMUSG00000024259	0
ENSG00000136828	9	129677053	129985445	ENSMUSG00000038831	1
ENSG00000100985	20	44637547	44645200	ENSMUSG00000017737	1
ENSG00000153266	3	62355356	62359999	ENSMUSG00000021743	1
ENSG00000180638	17	19581601	19622292	ENSMUSG00000069855	0
ENSG00000204335	2	171571861	171574588	ENSMUSG00000075304	1
ENSG00000109424	4	141480588	141489959	ENSMUSG00000031710	1
ENSG00000108819	17	48211104	48227991	ENSMUSG00000038976	1
ENSG00000213639	2	28974506	29025806	ENSMUSG00000014956	1
ENSG00000265590	21	33951132	33984591	ENSMUSG00000022972	1
ENSG00000204334	2	171640296	171655481	ENSMUSG00000075302	0
ENSG00000167700	8	145734457	145736596	ENSMUSG00000019080	1
ENSG00000124562	6	34725183	34741571	ENSMUSG00000024217	1
ENSG00000079459	8	11653082	11696818	ENSMUSG00000021273	1
ENSG00000197548	3	11313995	11599139	ENSMUSG00000030314	1
ENSG00000118514	6	135238528	135271260	ENSMUSG00000037542	1
ENSG00000174083	17	8706041	8770994	ENSMUSG00000046207	1
ENSG00000154265	17	67240452	67323385	ENSMUSG00000018800	1
ENSG00000112667	6	43193367	43197222	ENSMUSG00000040658	1
ENSG00000165309	10	23216953	23326518	ENSMUSG00000037683	1
ENSG00000082153	2	201675317	201688569	ENSMUSG00000051223	1
ENSG00000108702	17	32687347	32690250	ENSMUSG00000020702	0
ENSG00000182256	15	27216429	27778373	ENSMUSG00000055026	1
ENSG00000183307	22	17597189	17602257	ENSMUSG00000094626	1
ENSG00000138134	10	90639491	90734910	ENSMUSG00000024776	1
ENSG00000234769	16	64043	69452	ENSMUSG00000024101	0
ENSG00000240053	6	31637944	31641553	ENSMUSG00000043807	1
ENSG00000169398	8	141667999	142012315	ENSMUSG00000022607	1
ENSG00000140451	15	65107831	65117867	ENSMUSG00000041064	1
ENSG00000137462	4	154622652	154626851	ENSMUSG00000027995	1
ENSG00000169255	3	160801671	160823172	ENSMUSG00000043300	1
ENSG00000180316	6	36210980	36276372	ENSMUSG00000043286	1
ENSG00000175110	3	138724648	139076065	ENSMUSG00000032459	1
ENSG00000152822	6	146348782	146758734	ENSMUSG00000019828	1
ENSG00000006837	5	133541305	133706738	ENSMUSG00000020389	1
ENSG00000071205	4	148653214	148993931	ENSMUSG00000037148	1
ENSG00000175348	11	8968841	8986558	ENSMUSG00000031021	1
ENSG00000130522	19	18390563	18392432	ENSMUSG00000071076	1
ENSG00000108298	17	37356536	37360980	ENSMUSG00000017404	1
ENSG00000173338	11	65360326	65363467	ENSMUSG00000024936	1
ENSG00000181291	17	32907768	32966337	ENSMUSG00000020701	1
ENSG00000211450	11	57508825	57510986	ENSMUSG00000076437	1
ENSG00000135486	12	54673977	54680872	ENSMUSG00000046434	1
ENSG00000164485	6	137464968	137494785	ENSMUSG00000039760	1
ENSG00000075673	13	25254549	25285921	ENSMUSG00000022229	1
ENSG00000075651	3	171318195	171528740	ENSMUSG00000027695	1
ENSG00000144306	2	175260458	175294303	ENSMUSG00000008226	1
ENSG00000163064	2	119599747	119605254	ENSMUSG00000058665	1
ENSG00000130520	19	18417040	18434084	ENSMUSG00000031848	1
ENSG00000181409	17	79091095	79139877	ENSMUSG00000025375	1
ENSG00000105202	19	40325098	40337054	ENSMUSG00000046865	1
ENSG00000181649	11	2949503	2950685	ENSMUSG00000010760	1
ENSG00000178188	16	28857921	28885526	ENSMUSG00000030733	1
ENSG00000081760	12	125549925	125627873	ENSMUSG00000029482	1
ENSG00000120265	6	150070579	150132556	ENSMUSG00000019795	1
ENSG00000236624	1	45959538	45965751	ENSMUSG00000028689	0
ENSG00000132424	6	99845927	99873207	ENSMUSG00000028248	1
ENSG00000089250	12	117645947	117889975	ENSMUSG00000029361	1
ENSG00000109436	4	141541919	141677274	ENSMUSG00000031709	1
ENSG00000197976	X	1710486	1721407	ENSMUSG00000059708	0
ENSG00000161980	16	96407	103628	ENSMUSG00000038628	0
ENSG00000140557	15	92937058	93011958	ENSMUSG00000025789	1
ENSG00000159214	1	44457031	44462200	ENSMUSG00000078588	1
ENSG00000155324	5	125695824	125832186	ENSMUSG00000001700	1
ENSG00000099219	9	5765076	5833117	ENSMUSG00000046324	1
ENSG00000221937	7	142919130	142920162	ENSMUSG00000051917	1
ENSG00000161981	16	103010	107669	ENSMUSG00000040767	1
ENSG00000108424	17	45726842	45762871	ENSMUSG00000001440	1
ENSG00000164008	1	43232940	43263968	ENSMUSG00000078584	1
ENSG00000104983	19	46498339	46524576	ENSMUSG00000074358	1
ENSG00000112308	6	24705089	24721064	ENSMUSG00000019132	1
ENSG00000173327	11	65365226	65382853	ENSMUSG00000004054	1
ENSG00000215182	11	1151580	1222364	ENSMUSG00000029797	0
ENSG00000130517	19	18451397	18480760	ENSMUSG00000056204	1
ENSG00000138032	2	44395108	44471523	ENSMUSG00000061130	1
ENSG00000143847	1	202995626	203047868	ENSMUSG00000026458	1
ENSG00000131236	1	40505905	40538321	ENSMUSG00000028656	1
ENSG00000104044	15	28000021	28344504	ENSMUSG00000030450	1
ENSG00000169282	3	155755490	156256545	ENSMUSG00000027827	1
ENSG00000128683	2	171669723	171717661	ENSMUSG00000070880	1
ENSG00000197448	7	142941186	142967947	ENSMUSG00000029864	1
ENSG00000147614	8	86999552	87166457	ENSMUSG00000028238	1
ENSG00000196433	X	1733894	1761974	ENSMUSG00000093806	0
ENSG00000164627	6	39297766	39693181	ENSMUSG00000023999	0
ENSG00000182771	10	87359312	88126250	ENSMUSG00000041078	1
ENSG00000069998	22	17618401	17646177	ENSMUSG00000058979	1
ENSG00000130513	19	18485541	18499986	ENSMUSG00000038508	1
ENSG00000214022	7	150065278	150071133	ENSMUSG00000052751	1
ENSG00000125861	20	3639939	3644046	ENSMUSG00000027316	1
ENSG00000175352	11	9002123	9025596	ENSMUSG00000034825	1
ENSG00000132763	1	45965725	45976739	ENSMUSG00000028690	1
ENSG00000141644	18	47793252	47808144	ENSMUSG00000024561	1
ENSG00000214642	6	49936390	49937338	ENSMUSG00000073735	1
ENSG00000187808	X	118892576	118894164	ENSMUSG00000044400	0
ENSG00000124140	20	44650356	44688784	ENSMUSG00000017740	1
ENSG00000198918	X	118920467	118925606	ENSMUSG00000079641	1
ENSG00000151923	10	121334199	121356541	ENSMUSG00000030846	1
ENSG00000145423	4	154701744	154710272	ENSMUSG00000027996	1
ENSG00000146426	6	155153831	155578857	ENSMUSG00000023800	1
ENSG00000203970	6	49976851	49989694	ENSMUSG00000089923	1
ENSG00000104112	15	51973550	52013223	ENSMUSG00000032181	1
ENSG00000164161	4	145567173	145666423	ENSMUSG00000064325	1
ENSG00000163806	2	29005383	29073477	ENSMUSG00000052525	1
ENSG00000007384	16	108058	126354	ENSMUSG00000020282	1
ENSG00000136859	9	129849611	129885162	ENSMUSG00000004105	1
ENSG00000189325	6	36283534	36304662	ENSMUSG00000048905	0
ENSG00000131504	5	140894583	140998622	ENSMUSG00000024456	1
ENSG00000175489	19	18501954	18508427	ENSMUSG00000049988	0
ENSG00000168314	3	39508689	39570970	ENSMUSG00000032517	0
ENSG00000071054	2	102313312	102511149	ENSMUSG00000026074	1
ENSG00000008438	19	46522411	46526323	ENSMUSG00000030413	1
ENSG00000159202	17	46985731	47006418	ENSMUSG00000014349	1
ENSG00000117450	1	45976708	45988719	ENSMUSG00000028691	1
ENSG00000157800	7	139993493	140104233	ENSMUSG00000029924	1
ENSG00000160957	8	145736667	145743229	ENSMUSG00000033762	1
ENSG00000174775	11	532242	537287	ENSMUSG00000025499	1
ENSG00000145740	5	68389473	68426896	ENSMUSG00000021629	1
ENSG00000178026	22	24981588	24989175	ENSMUSG00000046807	1
ENSG00000027697	6	137518621	137540586	ENSMUSG00000020009	1
ENSG00000205531	11	2965667	3013607	ENSMUSG00000059119	1
ENSG00000124019	2	225243415	225266802	ENSMUSG00000043230	1
ENSG00000147144	X	48911101	48927509	ENSMUSG00000031150	1
ENSG00000008197	6	50681541	50740701	ENSMUSG00000042596	1
ENSG00000197136	11	65383244	65404910	ENSMUSG00000054874	1
ENSG00000166226	12	69979114	69995350	ENSMUSG00000034024	1
ENSG00000177868	1	43272723	43282954	ENSMUSG00000028643	1
ENSG00000169084	X	2137557	2420846	ENSMUSG00000063897	0
ENSG00000174788	19	7696497	7698634	ENSMUSG00000004630	1
ENSG00000136689	2	113864791	113891593	ENSMUSG00000026981	1
ENSG00000102977	16	67691415	67694713	ENSMUSG00000038000	0
ENSG00000198888	MT	3307	4262	ENSMUSG00000064341	1
ENSG00000143971	2	67624451	67637677	ENSMUSG00000016984	1
ENSG00000198763	MT	4470	5511	ENSMUSG00000064345	1
ENSG00000159314	17	43471275	43511787	ENSMUSG00000034255	1
ENSG00000149451	20	3648612	3662893	ENSMUSG00000027318	1
ENSG00000198804	MT	5904	7445	ENSMUSG00000064351	1
ENSG00000198712	MT	7586	8269	ENSMUSG00000064354	1
ENSG00000054654	14	64319683	64693165	ENSMUSG00000063450	1
ENSG00000198899	MT	8527	9207	ENSMUSG00000064357	1
ENSG00000071246	14	77228532	77249354	ENSMUSG00000021256	1
ENSG00000019169	2	119699742	119752236	ENSMUSG00000026390	1
ENSG00000198938	MT	9207	9990	ENSMUSG00000064358	1
ENSG00000159082	21	34001069	34100359	ENSMUSG00000022973	1
ENSG00000198840	MT	10059	10404	ENSMUSG00000064360	1
ENSG00000198886	MT	10760	12137	ENSMUSG00000064363	1
ENSG00000198786	MT	12337	14148	ENSMUSG00000064367	1
ENSG00000118508	6	146864829	146876101	ENSMUSG00000019832	1
ENSG00000198695	MT	14149	14673	ENSMUSG00000064368	1
ENSG00000163626	4	73921797	73935472	ENSMUSG00000035505	1
ENSG00000257115	14	19377522	19378606	ENSMUSG00000047716	0
ENSG00000198727	MT	14747	15887	ENSMUSG00000064370	1
ENSG00000170153	4	141780961	142134031	ENSMUSG00000047747	1
ENSG00000068831	11	64494383	64512928	ENSMUSG00000032946	1
ENSG00000196517	1	44457172	44497139	ENSMUSG00000028542	1
ENSG00000164010	1	43282795	43310660	ENSMUSG00000028644	1
ENSG00000171858	20	60962172	60963576	ENSMUSG00000039001	1
ENSG00000076944	19	7701767	7712759	ENSMUSG00000004626	1
ENSG00000175356	11	9041071	9159661	ENSMUSG00000007279	1
ENSG00000140280	15	52015208	52043782	ENSMUSG00000032184	1
ENSG00000108823	17	48241575	48253292	ENSMUSG00000001508	1
ENSG00000197223	2	68268262	68338080	ENSMUSG00000000581	1
ENSG00000141750	17	37366789	37382125	ENSMUSG00000017400	1
ENSG00000164542	7	36363830	36429734	ENSMUSG00000036411	1
ENSG00000101782	18	21032787	21066567	ENSMUSG00000024404	1
ENSG00000155508	5	154237113	154256353	ENSMUSG00000020515	1
ENSG00000124795	6	18224099	18265054	ENSMUSG00000021377	1
ENSG00000187778	12	49950327	49961936	ENSMUSG00000037570	1
ENSG00000243279	X	48928813	48931730	ENSMUSG00000031149	1
ENSG00000096384	6	44214824	44221620	ENSMUSG00000023944	1
ENSG00000168004	11	63228876	63258666	ENSMUSG00000024973	1
ENSG00000122180	1	203052260	203055164	ENSMUSG00000026459	1
ENSG00000132972	13	25338290	25454059	ENSMUSG00000000365	1
ENSG00000117448	1	46016215	46035721	ENSMUSG00000028692	1
ENSG00000138100	2	27505260	27530307	ENSMUSG00000062077	1
ENSG00000163235	2	70674412	70781325	ENSMUSG00000029999	1
ENSG00000136895	9	129986544	130155939	ENSMUSG00000038860	1
ENSG00000183354	9	5881596	6007901	ENSMUSG00000046138	1
ENSG00000214285	10	129347613	129350935	ENSMUSG00000073804	1
ENSG00000204228	6	33172419	33174608	ENSMUSG00000073422	1
ENSG00000103152	16	127006	135852	ENSMUSG00000020287	1
ENSG00000146216	6	43211418	43255997	ENSMUSG00000015599	1
ENSG00000161328	11	537527	554916	ENSMUSG00000038637	1
ENSG00000186766	10	129535499	129539450	ENSMUSG00000048377	1
ENSG00000164893	8	87226281	87333375	ENSMUSG00000041052	1
ENSG00000163485	1	203059782	203136533	ENSMUSG00000042429	1
ENSG00000118492	6	146920101	147136598	ENSMUSG00000050994	0
ENSG00000181852	12	56598285	56615717	ENSMUSG00000025373	1
ENSG00000180745	10	129676105	129691211	ENSMUSG00000050866	1
ENSG00000128872	15	52043758	52108565	ENSMUSG00000032186	1
ENSG00000213445	11	65405568	65418401	ENSMUSG00000056917	1
ENSG00000137752	11	104896170	104972158	ENSMUSG00000025888	1
ENSG00000132141	17	33254878	33308097	ENSMUSG00000020698	1
ENSG00000164880	7	1509913	1545489	ENSMUSG00000029547	1
ENSG00000163618	3	62384022	62861054	ENSMUSG00000054423	1
ENSG00000203818	1	149400131	149400542	ENSMUSG00000093769	0
ENSG00000089234	12	112079950	112123790	ENSMUSG00000029458	1
ENSG00000164011	1	43312280	43318148	ENSMUSG00000045268	1
ENSG00000167037	22	25202236	25323545	ENSMUSG00000042216	0
ENSG00000133055	1	203136939	203144941	ENSMUSG00000042451	1
ENSG00000145075	3	180320646	180588793	ENSMUSG00000027676	1
ENSG00000125351	X	118967985	118986961	ENSMUSG00000036572	1
ENSG00000198924	10	115594488	115614142	ENSMUSG00000025077	1
ENSG00000130511	19	18529674	18545372	ENSMUSG00000070003	1
ENSG00000204428	6	31644461	31651817	ENSMUSG00000034482	1
ENSG00000079462	19	42801185	42807698	ENSMUSG00000005447	1
ENSG00000164056	4	124317950	124324910	ENSMUSG00000037211	1
ENSG00000120215	9	5890802	5910606	ENSMUSG00000024806	1
ENSG00000113569	5	37288239	37371283	ENSMUSG00000022142	1
ENSG00000180481	12	75784850	75826468	ENSMUSG00000020214	1
ENSG00000185442	15	93160673	93353114	ENSMUSG00000078670	1
ENSG00000133317	11	63273556	63284246	ENSMUSG00000024972	1
ENSG00000170011	3	39850405	40301812	ENSMUSG00000041794	1
ENSG00000077782	8	38268656	38326352	ENSMUSG00000031565	1
ENSG00000149679	20	60963688	60982341	ENSMUSG00000038990	1
ENSG00000119965	10	124690419	124713919	ENSMUSG00000040177	1
ENSG00000171566	4	155456158	155471587	ENSMUSG00000027998	1
ENSG00000103148	16	134273	188859	ENSMUSG00000020289	1
ENSG00000151458	4	125585207	125633887	ENSMUSG00000044864	0
ENSG00000065060	6	34759857	34850915	ENSMUSG00000039512	1
ENSG00000062650	10	88195013	88281572	ENSMUSG00000041408	1
ENSG00000241839	15	65134088	65160206	ENSMUSG00000050721	1
ENSG00000133048	1	203148059	203155877	ENSMUSG00000064246	1
ENSG00000073792	3	185361527	185542844	ENSMUSG00000033581	1
ENSG00000186862	10	102767440	102790890	ENSMUSG00000074818	0
ENSG00000204227	6	33176272	33180499	ENSMUSG00000024325	1
ENSG00000196456	7	150065879	150109558	ENSMUSG00000007216	1
ENSG00000117394	1	43391052	43424530	ENSMUSG00000028645	1
ENSG00000163067	2	95831177	95850065	ENSMUSG00000034800	1
ENSG00000164162	4	145888264	146019693	ENSMUSG00000036977	1
ENSG00000132334	10	129705325	129884119	ENSMUSG00000041836	1
ENSG00000125450	17	73201754	73231853	ENSMUSG00000020739	1
ENSG00000138594	15	52121825	52239492	ENSMUSG00000058587	1
ENSG00000144395	2	197504278	197628214	ENSMUSG00000025983	1
ENSG00000117983	11	1244296	1283406	ENSMUSG00000066108	0
ENSG00000188368	19	42806250	42814973	ENSMUSG00000058741	1
ENSG00000120256	6	150139934	150186199	ENSMUSG00000019796	1
ENSG00000137040	9	6011043	6015618	ENSMUSG00000074909	1
ENSG00000151623	4	148999913	149365850	ENSMUSG00000031618	1
ENSG00000163794	2	27530268	27531313	ENSMUSG00000038676	1
ENSG00000177468	6	137813336	137815531	ENSMUSG00000045591	1
ENSG00000196159	4	126237554	126414087	ENSMUSG00000046743	1
ENSG00000109445	4	142142041	142155851	ENSMUSG00000031711	1
ENSG00000167619	19	42817477	42829214	ENSMUSG00000043843	1
ENSG00000171408	6	136172834	136516712	ENSMUSG00000019990	1
ENSG00000145979	6	13266774	13328815	ENSMUSG00000021368	1
ENSG00000161326	17	35849937	35873603	ENSMUSG00000018648	1
ENSG00000137033	9	6215805	6257983	ENSMUSG00000024810	1
ENSG00000118503	6	138188351	138204449	ENSMUSG00000019850	1
ENSG00000128731	15	28356186	28567298	ENSMUSG00000030451	1
ENSG00000130701	20	60985293	61002589	ENSMUSG00000038980	1
ENSG00000173575	15	93426526	93571237	ENSMUSG00000078671	1
ENSG00000166839	15	65204101	65251042	ENSMUSG00000066510	1
ENSG00000143970	2	25956622	26101385	ENSMUSG00000037486	1
ENSG00000203814	1	149754245	149783928	ENSMUSG00000050936	1
ENSG00000087095	17	26368763	26523407	ENSMUSG00000017376	1
ENSG00000108100	10	35535953	35860852	ENSMUSG00000024286	1
ENSG00000143878	2	20646835	20649200	ENSMUSG00000054364	1
ENSG00000173039	11	65421067	65430565	ENSMUSG00000024927	1
ENSG00000184432	3	139074442	139108574	ENSMUSG00000032458	1
ENSG00000165732	10	70715884	70744829	ENSMUSG00000020075	1
ENSG00000036257	2	225334867	225450110	ENSMUSG00000004364	1
ENSG00000183598	1	149784826	149785236	ENSMUSG00000059309	0
ENSG00000102981	16	67694849	67696681	ENSMUSG00000005699	1
ENSG00000102030	X	153194695	153200676	ENSMUSG00000031388	1
ENSG00000131238	1	40538379	40563375	ENSMUSG00000028657	1
ENSG00000118960	2	20760208	20850849	ENSMUSG00000020605	1
ENSG00000123124	8	87354967	87490649	ENSMUSG00000041058	1
ENSG00000087460	20	57414773	57486247	ENSMUSG00000027523	1
ENSG00000166477	15	52230222	52264003	ENSMUSG00000042487	1
ENSG00000185522	11	554855	560779	ENSMUSG00000025500	0
ENSG00000196865	10	115614420	115676953	ENSMUSG00000025078	1
ENSG00000196296	16	28889726	28915830	ENSMUSG00000030730	1
ENSG00000111331	12	113376157	113411054	ENSMUSG00000032661	1
ENSG00000170777	9	6328349	6331900	ENSMUSG00000024815	0
ENSG00000159086	21	34106210	34144169	ENSMUSG00000022974	1
ENSG00000183624	3	128997671	129025029	ENSMUSG00000030060	1
ENSG00000115204	2	27532360	27548547	ENSMUSG00000090262	1
ENSG00000206069	22	25331077	25342662	ENSMUSG00000066964	0
ENSG00000124440	19	46800303	46846690	ENSMUSG00000004328	0
ENSG00000130700	20	61038553	61051026	ENSMUSG00000015627	1
ENSG00000133063	1	203181955	203242769	ENSMUSG00000026450	1
ENSG00000174197	15	41913422	42062141	ENSMUSG00000033943	1
ENSG00000203811	1	149811110	149812765	ENSMUSG00000081058	0
ENSG00000163328	2	175296966	175351822	ENSMUSG00000041762	1
ENSG00000114670	3	130745694	131069309	ENSMUSG00000035032	1
ENSG00000204427	6	31654726	31671221	ENSMUSG00000007036	1
ENSG00000147854	9	6413151	6507054	ENSMUSG00000024817	1
ENSG00000105429	19	42829761	42882921	ENSMUSG00000045039	1
ENSG00000090686	1	22004791	22110099	ENSMUSG00000043411	1
ENSG00000108306	17	37415384	37558776	ENSMUSG00000020883	1
ENSG00000105655	19	18545198	18549111	ENSMUSG00000019139	1
ENSG00000130656	16	202686	204502	ENSMUSG00000055609	1
ENSG00000154217	17	65373575	65693372	ENSMUSG00000040430	1
